力量コード  ###[skill_code]###,力量名  ###[skill_name]###,力量カテゴリーコード  ###[competence_category_code]###,力量カテゴリー,力量レベルパターンコード ###[competence_scale_code]###,もうすぐ有効期限切れ（有効期限の〇日前）  ###[notify_expiration_timing_date_before]###,メール通知  ###[notify_email]###,概要  ###[overview]###,URL  ###[urls]###,有効期限切れの表示  ###[expired_highlight]###,管理者への公開  ###[competence_publish_type]###,使用プロジェクト,使用できるプロジェクト,使用力量マップ,有効期間の指定  ###[calculation_switch_type]###,有効期間の種類  ###[calculation_type]###,有効期間（年数）  ###[period_years]###,有効期間（月数）  ###[period_months]###,有効期間（暦月）  ###[specified_month]###,有効期間（日）  ###[date_type]###,有効期限の自動計算  ###[auto_calculation_enabled]###,有効期限の手動修正  ###[changeable_after_calculation]###,[育成計画の初期値]概要  ###[initial_value_training_plan_overview]###,[育成計画の初期値]内部講師（メンバーコード）  ###[initial_value_training_plan_internal_lecturer_code]###,[育成計画の初期値]社外講師  ###[initial_value_training_plan_external_lecturer_name]###,[育成計画の初期値]有効性評価の方法  ###[initial_value_training_plan_effectiveness_evaluation_method]###,[育成計画の初期値]受講者による受講結果の編集  ###[initial_value_training_plan_edit_individual_record_by_attendees]###,[育成計画の初期値]他プロジェクトによる受講結果の編集  ###[initial_value_training_plan_edit_individual_record_by_other_projects]###
SKL00121,電流安全性（パワーツール）,CTG103030100,業務スキル＞ドメイン技術＞パワーツール＞パワーツール共通,SKILL_DEFAULT,0,通知しない,電流制限設計,,強調する,全メンバーに公開,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"2G-スキル・知識 , 2G1SEC-スキル・知識 , 開発本部－スキル・知識 , 4SEC-スキル・知識 , 新技術推進部ースキル , 2G2SEC-スキル・知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
SKL00122,放熱設計（パワーツール）,CTG103030100,業務スキル＞ドメイン技術＞パワーツール＞パワーツール共通,SKILL_DEFAULT,0,通知しない,発熱素子の熱計算、放熱ﾕﾆｯﾄ設計,,強調する,全メンバーに公開,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"2G-スキル・知識 , 2G1SEC-スキル・知識 , 開発本部－スキル・知識 , 4SEC-スキル・知識 , 新技術推進部ースキル , 2G2SEC-スキル・知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
SKL00123,防塵・防水設計（パワーツール）,CTG103030100,業務スキル＞ドメイン技術＞パワーツール＞パワーツール共通,SKILL_DEFAULT,0,通知しない,防塵・防水を加味した設計ができる,,強調する,全メンバーに公開,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"2G-スキル・知識 , 2G1SEC-スキル・知識 , 開発本部－スキル・知識 , 4SEC-スキル・知識 , 新技術推進部ースキル , 2G2SEC-スキル・知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
SKL00124,ケーブル設計（パワーツール）,CTG103030100,業務スキル＞ドメイン技術＞パワーツール＞パワーツール共通,SKILL_DEFAULT,0,通知しない,屈曲・引張に耐えるケーブルの設計ができる,,強調する,全メンバーに公開,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"2G-スキル・知識 , 2G1SEC-スキル・知識 , 開発本部－スキル・知識 , 4SEC-スキル・知識 , 新技術推進部ースキル , 2G2SEC-スキル・知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
SKL00125,ボールネジ設計（パワーツール）,CTG103030100,業務スキル＞ドメイン技術＞パワーツール＞パワーツール共通,SKILL_DEFAULT,0,通知しない,仕様に合わせたボールねじの選定とボールネジの反力を受ける構造部の設計ができる,,強調する,全メンバーに公開,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"2G-スキル・知識 , 4SEC-スキル・知識 , 新技術推進部ースキル , 開発本部－スキル・知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
SKL00126,倍力機構設計（テープナー）,CTG103040100,業務スキル＞ドメイン技術＞テープナー＞テープナー共通,SKILL_DEFAULT,0,通知しない,手動による限られた入力･ストロークを変換する倍力構造が設計できる,,強調する,全メンバーに公開,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"1G-スキル・知識 , 5SEC-スキル・知識 , 新技術推進部ースキル , 開発本部－スキル・知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
SKL00127,針射出口部設計（テープナー）,CTG103040100,業務スキル＞ドメイン技術＞テープナー＞テープナー共通,SKILL_DEFAULT,0,通知しない,針に合わせた射出口・ドライバ・マガジンの設計ができる,,強調する,全メンバーに公開,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"1G-スキル・知識 , 5SEC-スキル・知識 , 新技術推進部ースキル , 開発本部－スキル・知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
SKL00128,テープ材料選定（テープナー）,CTG103040100,業務スキル＞ドメイン技術＞テープナー＞テープナー共通,SKILL_DEFAULT,0,通知しない,要求に応じたテープ材料の選定ができる,,強調する,全メンバーに公開,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"1G-スキル・知識 , 5SEC-スキル・知識 , 新技術推進部ースキル , 開発本部－スキル・知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
SKL00129,テープ評価技術（テープナー）,CTG103040100,業務スキル＞ドメイン技術＞テープナー＞テープナー共通,SKILL_DEFAULT,0,通知しない,屋外で使用される状況を再現した評価・検証ができる,,強調する,全メンバーに公開,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"1G-スキル・知識 , 5SEC-スキル・知識 , 新技術推進部ースキル , 開発本部－スキル・知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
SKL00130,生分解性評価（生分解テープ）,CTG103040100,業務スキル＞ドメイン技術＞テープナー＞テープナー共通,SKILL_DEFAULT,0,通知しない,生分解度の実験ができ、結果から生分解度を算出できる,,強調する,全メンバーに公開,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"1G-スキル・知識 , 5SEC-スキル・知識 , 新技術推進部ースキル , 開発本部－スキル・知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
SKL00131,分子量測定・分析（生分解テープ）,CTG103040100,業務スキル＞ドメイン技術＞テープナー＞テープナー共通,SKILL_DEFAULT,0,通知しない,生分解樹脂の分子量測定を行い、樹脂の劣化状態を評価できる,,強調する,全メンバーに公開,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"1G-スキル・知識 , 5SEC-スキル・知識 , 新技術推進部ースキル , 開発本部－スキル・知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
SKL00132,プラステープル設計・材料選定・検証（パックナー）,CTG103050100,業務スキル＞ドメイン技術＞パックナー＞パックナー,SKILL_DEFAULT,0,通知しない,スプリングバックを考慮したステープル設計/材料選定/検証ができる,,強調する,全メンバーに公開,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"1G-スキル・知識 , 5SEC-スキル・知識 , 新技術推進部ースキル , 開発本部－スキル・知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
SKL00133,消耗品材料選定・カシメ部設計（コニクリップ）,CTG103060100,業務スキル＞ドメイン技術＞コニクリッパ＞コニクリッパ,SKILL_DEFAULT,0,通知しない,消耗品シート特性に合わせたカシメ部設計ができる。カシメ力が基準値以上になるシート材料を選定できる。,,強調する,全メンバーに公開,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"1G-スキル・知識 , 5SEC-スキル・知識 , 新技術推進部ースキル , 開発本部－スキル・知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
SKL00134,袋口カッター安全設計（包装機械）,CTG103070100,業務スキル＞ドメイン技術＞包装機械＞包装機械共通,SKILL_DEFAULT,0,通知しない,安全性と袋挿入性を両立したカッター部/袋挿入経路の設計ができる,,強調する,全メンバーに公開,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"1G-スキル・知識 , 5SEC-スキル・知識 , 新技術推進部ースキル , 開発本部－スキル・知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
SKL00135,シーケンス制御技術（鉄筋結束機）,CTG103080100,業務スキル＞ドメイン技術＞鉄筋結束機＞シーケンス制御技術,SKILL_DEFAULT,0,通知しない,"ねじり、送りモータの加速、減速、制動距離を考慮したシーケンスと機構設計ができる。
Lv1: 既存機のシーケンス/機構の一部について理解している
Lv2: 既存機のシーケンス/機構について理解している
Lv3: 既存機の一部の機構設計の改良ができる
Lv4: 既存機のシーケンス/機構設計の改良ができる
Lv5: 新たなシーケンス/機構技術を開発することができる",,強調する,全メンバーに公開,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"3G-スキル・知識 , 3G3-スキル・知識 , 新技術推進部ースキル , 開発本部－スキル・知識 , 3G1-スキル・知識 , 3G2-スキル・知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
SKL00136,ネジリメカニズム（鉄筋結束機）,CTG103080200,業務スキル＞ドメイン技術＞鉄筋結束機＞ネジリ機構・制御技術,SKILL_DEFAULT,0,通知しない,"結束力(10時、2時等)の影響、最低捩り量、根本三角部、を考慮した設計ができる
Lv1: 結束力を評価することができる
Lv2: 結束を観察し、分析・検証ができる
Lv3: ネジリのメカニズムを理解している(実験、解析ができる)
Lv4: ネジリのメカニズムを利用した設計ができる
Lv5: ネジリのメカニズムを利用し、新たな技術を開発することができる",,強調する,全メンバーに公開,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"3G-スキル・知識 , 3G3-スキル・知識 , 新技術推進部ースキル , 開発本部－スキル・知識 , 3G1-スキル・知識 , 3G2-スキル・知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
SKL00137,ネジリ並進回転機構（鉄筋結束機）,CTG103080200,業務スキル＞ドメイン技術＞鉄筋結束機＞ネジリ機構・制御技術,SKILL_DEFAULT,0,通知しない,"ネジリ・並進系のシーケンスと機構設計ができる
Lv1: 既存機のネジリ・並進系の一部について理解している
Lv2: 既存機のネジリ・並進系について理解している
Lv3: 既存機のネジリ・並進系の機構設計の改良ができる
Lv4: 既存機のネジリ・並進系の機構設計の改良ができる
Lv5: 新たなネジリ・並進系の機構技術を開発することができる",,強調する,全メンバーに公開,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"3G-スキル・知識 , 3G3-スキル・知識 , 新技術推進部ースキル , 開発本部－スキル・知識 , 3G1-スキル・知識 , 3G2-スキル・知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
SKL00138,ワイヤネジリ制御技術（鉄筋結束機）,CTG103080200,業務スキル＞ドメイン技術＞鉄筋結束機＞ネジリ機構・制御技術,SKILL_DEFAULT,0,通知しない,"結束力を最大化する制御設計が出来る(パラメータを理解している)
Lv1: ネジリ機構を理解している
Lv2: ネジリ制御の概要を理解している
Lv3: 概要のパラメータを理解している
Lv4: ネジリ制御設計ができる
Lv5: 新たなネジリ制御アルゴリズムを構築できる",,強調する,全メンバーに公開,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"3G-スキル・知識 , 3G3-スキル・知識 , 新技術推進部ースキル , 開発本部－スキル・知識 , 3G1-スキル・知識 , 3G2-スキル・知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
SKL00139,ワイヤ保持機構（掴み、放し）（鉄筋結束機）,CTG103080200,業務スキル＞ドメイン技術＞鉄筋結束機＞ネジリ機構・制御技術,SKILL_DEFAULT,0,通知しない,"Lv1: 既存機の掴み・放しの一部について理解している
Lv2: 既存機の掴み・放しについて理解している
Lv3: 既存機の掴み・放しの機構設計の改良ができる
Lv4: 既存機の掴み・放しの機構設計の改良ができる
Lv5: 新たな掴み・放しの機構技術を開発することができる",,強調する,全メンバーに公開,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"3G-スキル・知識 , 3G3-スキル・知識 , 新技術推進部ースキル , 開発本部－スキル・知識 , 3G1-スキル・知識 , 3G2-スキル・知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
SKL00140,マガジン内ワイヤ制御技術（鉄筋結束機）,CTG103080300,業務スキル＞ドメイン技術＞鉄筋結束機＞オクリ機構・制御技術,SKILL_DEFAULT,0,通知しない,"消耗品の種類・バラツキ、耐久による経時変化等の影響含め、マガジン起因による不良を最小化する設計/検証ができる
Lv1: マガジン系の不良の種類を理解している
Lv2: マガジン系不良の検証ができる
Lv3: 上級者の支援を受けながら、マガジン系不良に対する改良設計ができる
Lv4: 既存機のマガジン系不良に対する改良設計ができる
Lv5: 新たなマガジン機構の設計ができる",,強調する,全メンバーに公開,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"3G-スキル・知識 , 3G3-スキル・知識 , 新技術推進部ースキル , 開発本部－スキル・知識 , 3G1-スキル・知識 , 3G2-スキル・知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
